emp_no,birth_date,first_name,last_name,gender,hire_date
215502,1954-04-18,Satoru,Gladwell,M,1986-09-18
215504,1954-05-08,Aram,Miake,F,1994-03-10
215506,1954-08-08,Berto,Puppo,F,1997-07-23
215507,1952-09-14,Kwangho,Hardjono,M,1987-05-10
215510,1952-08-09,Henk,Cooman,M,1990-01-29
215511,1954-02-04,Jaroslava,Waterhouse,F,1986-02-07
215513,1954-09-01,Sigeru,Litzkow,F,1987-01-15
215517,1953-08-14,Duke,Wallrath,M,1996-02-13
215521,1952-03-18,Weiyi,Peha,F,1991-08-26
215523,1953-08-02,Feixiong,Emmerich,M,1986-01-08
215528,1953-03-19,Jacopo,Rijckaert,M,1992-04-02
215534,1954-06-02,Pohua,Prenel,F,1989-08-02
215547,1955-07-05,Palash,Varley,M,1990-10-18
215549,1952-02-29,Mara,Georgatos,F,1985-07-27
215557,1955-12-15,Nikolaus,Birnbaum,M,1995-06-15
215561,1954-08-12,Premsyl,Cromarty,F,1990-08-31
215567,1955-06-10,Gennady,Bernick,M,1988-02-12
215571,1953-11-18,Rafols,Sherertz,F,1990-12-02
215575,1952-07-04,Tran,Hofting,M,1985-10-02
215576,1953-05-11,Takushi,Anger,F,1987-02-01
215577,1952-10-20,Naraig,Merel,M,1992-08-08
215578,1953-10-16,Younwoo,Schurmann,F,1995-03-27
215581,1953-10-25,Karoline,Gulak,M,1994-07-22
215583,1952-11-13,Maya,Curless,M,1991-04-20
215586,1955-10-06,Honesty,Tibblin,M,1988-10-30
215588,1954-09-15,Hercules,Poupard,F,1993-03-12
215590,1954-01-03,Noritoshi,Stellhorn,F,1992-07-30
215591,1953-09-03,Mamdouh,Nyanchama,F,1992-02-06
215594,1955-08-20,Xudong,Schusler,M,1997-02-14
215596,1952-03-05,Arumugam,Marletta,M,1991-08-07
215599,1955-10-19,Shushma,Kruskal,M,1992-05-22
215600,1953-05-19,Fay,Lampe,F,1990-02-25
215601,1952-06-14,Xiaobin,Doering,F,1989-05-30
215610,1954-07-05,Ute,Kawashima,M,1986-10-09
215611,1955-12-19,Collette,Covnot,F,1996-07-22
215612,1954-12-28,Ortrud,Oxenboll,M,1990-07-09
215613,1954-06-07,Kwangyoen,Goodrum,F,1991-05-08
215616,1953-04-18,Sachar,Aloisi,M,1987-09-30
215620,1952-07-17,Aiichiro,Baik,M,1985-03-25
215622,1954-08-04,Huican,Reinhart,F,1992-06-02
215623,1952-02-08,Hongzhu,Ghazalie,F,1991-07-04
215626,1952-07-23,Murthy,Schusler,M,1988-05-07
215634,1954-03-25,Goetz,Thummel,M,1989-06-10
215636,1954-12-08,Gao,Reinhart,M,1993-03-13
215643,1954-09-15,Nidapan,Staelin,M,1987-04-24
215644,1954-11-26,Surveyors,Angot,F,1998-08-01
215648,1955-10-27,Jeanna,Jahnichen,M,1986-06-24
215654,1952-10-21,Zvonko,Jakobus,F,1988-10-29
215656,1955-07-19,Shawna,Sankaranarayanan,M,1988-10-25
215664,1952-10-16,Aleksandar,Verhoeff,F,1986-08-19
215666,1953-06-03,Oguz,Perly,M,1989-08-21
215667,1954-12-05,Keiichiro,Bratten,F,1990-05-19
215680,1952-03-13,Lokesh,Billingsley,M,1985-10-08
215681,1953-07-07,Mariusz,Liedekerke,F,1994-04-24
215685,1952-02-08,Filipe,Nooteboom,M,1985-06-22
215693,1954-01-27,Hidefumi,Emmart,M,1988-11-08
215695,1954-11-21,Jasminko,Wendorf,M,1987-10-22
215696,1954-12-15,Nigel,Iisaka,M,1987-12-29
215697,1953-02-21,Tooru,Bardell,F,1985-07-22
215698,1954-06-14,JiYoung,Kowalchuk,M,1989-03-10
215700,1955-05-07,Toong,Beutelspacher,M,1994-04-08
215703,1954-08-30,Basim,Kenevan,F,1991-09-19
215711,1955-10-30,Bartek,Danner,F,1990-04-14
215713,1953-09-29,Radhakrishnan,Engberts,M,1987-09-24
215715,1952-08-19,Ziva,Kirkerud,M,1990-09-20
215717,1954-01-04,Hidekazu,Stavenow,M,1992-04-16
215718,1953-06-08,Weiwu,Luan,M,1986-11-28
215723,1954-09-10,Laurentiu,Ermel,M,1993-06-20
215726,1955-06-11,Khosrow,Michaels,M,1985-03-20
215728,1955-01-03,Harjit,Choobineh,M,1986-03-31
215729,1953-01-22,Girolamo,Demri,M,1996-06-24
215730,1954-01-03,Amalendu,Peek,M,1987-02-18
215731,1954-09-15,Xiping,Emmerich,F,1988-08-01
215732,1955-08-03,Navin,Docker,F,1993-08-16
215733,1955-05-20,Falguni,Krybus,F,1986-10-08
215734,1955-02-28,Gina,Bahi,F,1986-04-26
215739,1953-05-03,Masaki,Scallan,F,1986-12-28
215741,1953-04-25,Haldon,Melski,M,1987-01-09
215742,1952-09-02,Shirish,Kakkad,F,1995-03-30
215745,1954-07-07,Lidong,Suppi,F,1988-02-12
215747,1953-03-08,Fan,Czap,M,1987-04-03
215750,1955-07-07,Muneo,Raoux,F,1990-07-04
215763,1953-06-20,Serenella,Werthner,M,1994-09-22
215769,1954-04-29,Rimli,Angelopoulos,M,1993-11-05
215771,1954-09-16,Kwangho,Skrikant,F,1993-10-23
215773,1952-03-19,Ravishankar,Nannarelli,F,1989-10-11
215774,1954-11-14,Mabo,Schicker,M,1994-12-04
215776,1954-09-30,Adas,Ashish,M,1988-03-10
215778,1952-09-28,Yonghoan,Terwilliger,M,1990-01-20
215782,1955-11-04,Elzbieta,Schiper,M,1997-06-03
215783,1952-07-15,Sverrir,Prochazka,M,1986-02-26
215785,1952-04-16,Zita,Tetzlaff,F,1986-11-28
215790,1954-08-16,Youpyo,Khalil,F,1989-08-08
215793,1952-11-21,Tran,Niizuma,F,1990-05-29
215794,1953-01-06,Horward,Heemskerk,M,1997-08-17
215799,1954-10-31,Clyde,Engelmann,M,1989-05-29
215801,1953-05-17,Alejandra,Underwood,F,1988-08-22
215803,1955-06-17,Danco,Gronowski,F,1995-09-12
215819,1954-08-30,Shounak,Douceur,F,1995-02-04
215824,1955-05-26,Janche,Seuren,M,1994-11-26
215826,1954-05-15,Vasilii,Swick,F,1987-08-23
215829,1953-07-04,Boaz,Jumpertz,F,1986-10-20
215831,1955-03-12,Halsur,Ferriere,F,1985-08-21
215833,1952-06-14,Mads,Parhami,M,1995-09-21
215848,1955-02-01,Arnd,Chenoweth,M,1985-09-04
215852,1955-10-02,Insup,Rosti,M,1989-11-23
215855,1953-05-26,Fan,Snedden,M,1988-10-16
215858,1955-04-14,Abdelaziz,Nishimukai,M,1993-07-10
215864,1953-11-14,Mihalis,Detkin,F,1988-11-12
215865,1953-03-27,Jaber,Apsitis,F,1992-02-18
215870,1953-02-11,Cedric,Lindqvist,M,1992-02-11
215871,1954-05-21,Naraig,Lores,M,1986-08-17
215873,1952-10-16,Tonny,Wolniewicz,M,1997-10-20
215875,1955-01-20,Jaewon,Barreiro,M,1990-05-05
215889,1954-05-04,Toshiko,Akiyama,F,1988-12-12
215890,1952-09-01,Denis,Kroon,M,1985-05-20
215895,1952-04-21,Sajjan,Azumi,M,1991-09-14
215900,1953-08-14,Yoshimitsu,Chvatal,M,1985-11-09
215903,1952-05-22,Guenter,Gomatam,M,1994-08-03
215910,1955-09-18,Stepehn,Cardazo,F,1992-11-08
215914,1954-09-15,Emdad,Byoun,F,1996-08-03
215916,1954-05-08,Fumitaka,Hoppenstand,M,1994-06-27
215917,1952-07-19,Mohua,Valette,F,1985-12-22
215924,1955-08-30,Bojan,Rotem,M,1987-10-17
215929,1953-03-12,Tran,Muchinsky,F,1995-06-23
215935,1952-07-19,Chikako,Anger,F,1987-09-21
215936,1954-12-09,Diederik,Figueira,F,1991-06-29
215939,1954-08-28,Xinglin,Felder,F,1994-02-07
215941,1954-06-24,Atilio,Herber,M,1985-07-03
215946,1954-09-26,Josyula,Barbanera,M,1988-04-28
215947,1955-01-16,Eran,Billawala,F,1987-05-31
215950,1955-06-03,Baoqiu,Kusakari,M,1988-04-02
215957,1952-12-22,JoAnna,Sichman,M,1992-02-09
215960,1954-09-03,Elvia,Chelton,M,1986-08-12
215962,1953-04-07,Marek,Renear,M,1989-10-09
215963,1953-02-21,Luigi,Chinen,F,1985-11-20
215966,1955-12-04,Kayoko,Angot,F,1987-09-26
215967,1955-04-20,Guangming,Fasbender,M,1995-04-06
215968,1954-09-14,Teiji,Erni,F,1996-11-20
215970,1952-08-07,Odoardo,Bahl,F,1997-04-26
215971,1953-08-04,Weiyi,Byoun,F,1994-04-02
215974,1953-02-21,Shay,Karlin,M,1987-11-20
215975,1953-09-14,Kenroku,Spieker,F,1996-12-29
215980,1952-05-17,Dipayan,Irland,F,1985-10-12
215981,1952-12-06,Sudhanshu,Perin,F,1993-07-14
215986,1954-05-30,Moni,Reutenauer,M,1995-04-13
215989,1953-12-12,Kersti,Hofting,M,1985-08-28
215997,1952-02-24,Troy,Stamatiou,M,1992-10-06
215998,1954-01-02,Kwangho,Bojadziev,M,1992-01-12
216000,1954-10-19,Gal,Melichar,M,1990-09-25
216001,1954-03-25,Utz,Uludag,M,1991-08-07
216009,1953-10-21,Guoxiang,Kermarrec,F,1991-12-15
216014,1952-07-23,Hyuncheol,Perez,M,1992-07-13
216016,1954-03-03,Zhonghui,Schwaller,F,1987-02-06
216018,1954-12-11,Oscal,Etalle,F,1997-10-27
216020,1955-11-07,Taiji,Gurbaxani,F,1985-08-14
216025,1952-08-23,Aiichiro,Sessa,M,1991-02-03
216027,1954-07-03,Hatim,Underwood,M,1993-09-06
216028,1955-01-17,Guadalupe,Hofmeyr,F,1985-05-29
216032,1955-12-13,Alain,Senzako,F,1986-04-12
216033,1953-11-28,Sanjiv,Melter,M,1996-06-04
216034,1954-08-11,Marit,Pollacia,F,1985-07-04
216035,1954-02-27,Margareta,Krider,M,1988-12-20
216036,1953-02-22,Giao,Peris,M,1989-02-06
216038,1954-09-23,Nahla,Alameldin,M,1988-05-20
216047,1953-06-17,Gil,Cooke,M,1986-04-14
216055,1954-05-19,Dante,Manderick,F,1988-12-03
216056,1955-12-20,Teruyuki,Kopetz,F,1993-02-18
216058,1953-12-24,Zhigen,Curless,M,1989-07-23
216061,1954-10-29,Gio,Stassinopoulos,F,1997-01-03
216065,1954-07-26,Rafael,Pews,F,1991-02-01
216066,1953-09-22,Eirik,Tibblin,M,1987-04-14
216070,1953-03-01,Youjian,Penn,F,1996-07-19
216071,1954-03-18,Guadalupe,Edelhoff,F,1987-06-03
216072,1954-09-26,Kwee,Rindone,M,1989-11-27
216075,1954-07-04,Nimmagadda,Kranzdorf,F,1986-02-25
216078,1952-02-10,Mary,Danecki,M,1991-01-17
216080,1954-12-18,Ymte,Scharstein,M,1985-10-09
216082,1955-09-23,Xuedong,Fiutem,F,1996-05-30
216087,1952-09-12,Alair,Itzfeldt,F,1993-10-08
216090,1953-07-17,Chenyi,Marchesini,M,1994-10-30
216092,1954-10-26,Mohua,Ermel,M,1985-06-17
216094,1954-04-25,Prodip,Rosca,M,1990-12-31
216102,1954-10-18,Baziley,Vingron,M,1987-04-18
216104,1954-10-13,Xinyu,Kitai,M,1990-11-21
216113,1955-10-20,Falguni,Anguita,F,1997-03-05
216116,1955-04-16,Yuuichi,Petersohn,M,1985-09-06
216124,1953-10-23,Hinrich,Randt,F,1996-12-20
216127,1952-10-24,Steve,Farrag,F,1988-03-01
216128,1955-04-05,Syozo,Schneeberger,F,1986-08-07
216129,1952-08-10,Aimee,Schaaf,M,1991-04-03
216130,1954-11-11,Magy,Kitsuregawa,M,1997-01-20
216131,1954-11-27,Paloma,Schaft,F,1985-05-19
216132,1953-05-11,Hironoby,Rodiger,M,1987-05-12
216138,1954-08-17,Giordano,Shanbhogue,F,1986-06-29
216143,1955-12-05,Jacopo,Iisaka,M,1988-12-29
216144,1955-08-04,Goo,Norsworthy,F,1995-01-28
216145,1954-10-09,Neelam,Herber,M,1996-11-27
216146,1953-12-08,Kazuyasu,Angelopoulos,F,1993-12-17
216148,1955-12-03,Phillip,Beausoleil,F,1990-10-11
216151,1952-11-03,Toney,Iisaku,F,1989-01-06
216153,1952-07-09,Masato,Boguraev,F,1988-08-24
216160,1952-08-31,Nathan,Kusakari,M,1988-06-07
216164,1955-04-27,Francoise,Buescher,M,1992-05-29
216165,1953-11-09,Bouchung,Solovay,M,1991-01-23
216176,1955-12-18,Florian,Calkin,M,1985-12-28
216177,1955-11-08,Nagui,Mattern,M,1988-04-13
216180,1954-12-18,Kristin,Ranka,F,1986-07-04
216181,1954-06-29,Susuma,Biran,M,1985-12-26
216183,1954-10-01,Maria,Kambil,M,1990-11-24
216185,1952-05-12,Gurbir,Antonisse,M,1989-09-16
216186,1955-02-17,Kazuhito,Schaar,M,1987-08-07
216187,1953-08-07,JoAnna,Billawala,F,1989-05-16
216189,1952-02-07,Yishay,Benner,F,1992-07-17
216191,1953-05-30,Yuuichi,Bernick,M,1987-09-23
216193,1955-07-07,Arne,Rosen,M,1986-08-19
216199,1955-05-18,Kiyomitsu,Boreale,F,1990-11-07
216204,1952-02-28,Xiong,Stasinski,F,1996-07-05
216205,1952-03-09,Annemarie,Joslin,F,1996-06-15
216218,1955-09-13,Shahar,Langford,M,1989-04-25
216223,1952-05-02,Zhilian,Koshino,F,1988-09-14
216229,1952-05-16,Jungsoon,Furudate,F,1991-10-05
216230,1954-08-04,Adib,Kabayashi,M,1986-12-16
216232,1952-12-18,Shounak,Seghrouchni,F,1995-11-13
216233,1954-05-16,Sushant,Crooks,F,1987-10-21
216234,1955-04-11,Volkmar,Cyne,M,1995-01-10
216236,1954-11-15,Remko,Milicic,F,1997-06-06
216238,1955-09-17,Weijing,Leppanen,M,1987-04-14
216241,1953-10-27,Arfst,Lortz,M,1997-01-27
216244,1954-07-15,Hilari,Wursthorn,M,1987-07-06
216248,1953-02-03,Steve,Dredge,F,1994-09-22
216250,1953-09-27,Jaana,Zweizig,F,1986-09-08
216254,1954-06-28,Shuji,Acton,M,1992-09-25
216262,1953-04-03,Narain,Sidou,M,1991-04-15
216263,1953-08-14,Sushant,Iisaku,M,1987-06-21
216268,1954-07-11,Avishai,Ferretti,M,1996-10-15
216270,1953-12-05,Jeong,Kohling,M,1985-05-26
216274,1952-12-07,Herbert,Murrill,F,1990-02-13
216275,1952-08-19,Shirish,Einsfeld,F,1987-12-03
216276,1954-08-18,Zissis,Ginesta,M,1995-08-16
216278,1955-07-05,Masadi,Lorie,M,1996-07-24
216281,1953-12-28,Sarita,Luit,F,1990-11-11
216283,1954-02-01,Sorina,Capobianchi,M,1989-05-20
216284,1955-06-25,Maris,Vigier,M,1988-11-23
216291,1954-01-02,Patricia,Kuszyk,F,1987-04-25
216294,1954-01-05,Keiichiro,Kalefeld,M,1986-02-23
216295,1954-12-06,Kerhong,Siegrist,M,1985-12-28
216300,1952-09-16,Kristian,Loncour,M,1998-09-01
216301,1955-04-14,Yannis,Kilgour,M,1985-12-09
216309,1954-03-02,Candida,Osgood,F,1990-03-06
216315,1954-05-15,Yuuichi,Magalhaes,F,1989-08-03
216318,1953-01-29,Guozhong,Maierhofer,M,1988-09-17
216320,1955-09-19,Dayanand,Bugaenko,M,1989-09-07
216321,1953-07-26,Masami,Lores,M,1987-09-05
216326,1955-05-15,Pantung,Zizka,M,1986-01-14
216327,1955-05-30,Morris,Heuter,F,1988-10-04
216328,1954-04-25,Fox,Rajaraman,M,1990-07-08
216332,1953-06-02,Stevo,Narlikar,F,1990-10-31
216344,1954-04-28,Tse,Orlowski,F,1994-09-29
216348,1955-09-02,Gro,Ernst,M,1986-04-14
216349,1955-03-01,Nathan,Greibach,F,1996-04-18
216354,1955-12-25,Nishit,Argence,M,1986-10-03
216357,1955-09-11,Ishfaq,Alencar,F,1997-03-07
216358,1953-10-02,Szabolcs,Apsitis,M,1994-01-20
216359,1952-10-15,Dipayan,Orlowska,F,1997-07-26
216362,1952-05-16,Mori,Murthy,M,1989-03-24
216363,1953-02-23,Miyeon,Reeken,F,1989-02-11
216364,1952-12-07,Kauko,Slutz,M,1990-08-02
216365,1953-12-13,Paraskevi,Feinberg,F,1996-04-21
216367,1953-09-08,Kwangjo,Marchesini,M,1985-05-17
216370,1953-04-12,Rafols,Parhami,F,1992-02-23
216377,1955-11-06,Chaoyi,Rabehasaina,M,1993-02-26
216386,1954-09-18,Adamantios,Tanemo,M,1994-07-27
216388,1952-11-04,Jasminko,Duclos,F,1991-04-24
216389,1954-04-08,Garnik,Naudin,F,1987-06-22
216390,1955-07-31,Sergi,Keustermans,F,1985-07-15
216392,1952-03-31,Ziyad,Baer,M,1985-12-29
216393,1952-08-10,Masami,Hockney,M,1988-04-11
216395,1953-10-11,Sakthirel,Ohori,F,1985-05-06
216397,1955-08-24,Feixiong,Brodal,M,1985-10-11
216400,1954-02-03,Ashish,Sommer,M,1996-07-18
216402,1955-11-05,Masako,Broomell,M,1991-08-19
216405,1953-11-30,Jaewoo,Champarnaud,M,1990-04-30
216412,1954-02-05,LiMin,Clouatre,F,1990-06-20
216415,1955-12-18,Gererd,Vadhan,M,1987-04-25
216418,1954-10-06,Lech,Strehl,F,1988-07-15
216421,1955-11-02,Masaru,Solovay,M,1994-07-22
216422,1953-06-28,Manibrata,Crooks,M,1987-10-27
216423,1953-01-07,Boaz,Lorcy,M,1985-05-02
216431,1953-04-04,Hidde,Bamford,M,1991-12-06
216439,1954-11-15,Khun,Eiter,M,1991-08-06
216440,1954-06-21,Arve,Miyakawa,M,1988-06-16
216443,1954-03-15,Troy,Pero,F,1985-11-10
216444,1952-04-15,Alassane,Piazza,F,1994-08-29
216447,1955-07-16,Nectarios,Stentiford,F,1987-10-08
216449,1955-09-15,Radhika,Billingsley,F,1986-07-05
216450,1955-03-02,Arunachalam,Bruckman,F,1993-12-08
216452,1954-03-27,Odinaldo,Raney,F,1985-06-27
216453,1952-09-17,Gonzalo,Heinisuo,M,1993-03-05
216456,1954-08-24,Tesuya,Stafford,M,1989-05-28
216460,1955-10-31,Tetsushi,Gerteisen,M,1985-11-21
216468,1952-12-30,Gila,Cronan,F,1988-08-15
216474,1955-12-11,Kristian,Swist,M,1987-01-20
216477,1954-01-22,Arnould,Scharstein,F,1990-04-04
216480,1955-10-20,Wanqing,Emiris,F,1989-05-17
216486,1953-09-22,Rajmohan,Ballarin,M,1992-11-17
216496,1954-11-21,Holgard,Shihab,M,1986-08-09
216499,1954-01-09,Marco,Pettis,F,1992-05-30
216500,1952-03-12,Angus,Eldridge,F,1987-02-08
216503,1952-07-14,Martial,Kaiserswerth,F,1988-05-11
216514,1955-03-23,Constantine,Mahmud,F,1993-10-09
216522,1955-10-19,Younwoo,Morton,F,1989-03-06
216528,1955-03-28,Randi,Iivonen,M,1990-03-05
216529,1952-11-24,Almudena,Crouzet,M,1989-12-06
216530,1954-03-14,Jiann,Marrakchi,F,1987-08-19
216532,1953-12-02,Dung,Merli,F,1985-07-23
216536,1952-09-15,Luerbio,Granlund,M,1997-06-03
216539,1953-09-10,Gita,Lieberherr,M,1988-12-30
216545,1955-01-13,Sorina,Danley,F,1987-11-15
216549,1955-09-28,Menkae,Raney,M,1986-12-03
216551,1954-09-02,Bezalel,Karnin,M,1998-09-20
216552,1954-07-12,Felicidad,Granlund,M,1994-01-11
216554,1955-09-17,Ewing,Litzler,M,1986-02-05
216555,1953-12-10,Shen,Fadgyas,M,1993-03-04
216559,1954-08-04,Munir,Heinisuo,F,1985-09-03
216562,1955-04-10,Mikhail,Jansen,M,1985-10-05
216563,1953-07-19,Oddvar,Brookman,F,1992-02-01
216567,1952-02-16,Tesuro,Crouzet,M,1998-04-17
216570,1953-11-03,Fumiya,Lubachevsky,M,1992-07-16
216572,1953-05-22,Insup,Stavenow,F,1995-05-13
216576,1954-03-25,Toney,Francisci,M,1993-08-30
216578,1952-03-04,Koichi,Plesums,M,1987-10-14
216580,1954-02-02,Susuma,Facello,F,1987-01-02
216583,1954-05-04,Shir,Dehkordi,M,1985-06-10
216585,1954-09-15,Kyoichi,Krohm,F,1993-11-28
216592,1954-09-13,Ramzi,Emmerich,M,1996-01-21
216599,1955-07-07,Marsja,Pettey,M,1987-01-03
216600,1955-05-04,Shigeo,Demeyer,M,1993-04-01
216602,1953-07-28,Stamatina,Peron,M,1987-10-22
216605,1955-08-05,Baziley,Hemaspaandra,F,1990-05-16
216608,1953-10-03,Tuval,Gronowski,F,1990-07-05
216612,1954-11-22,Yagil,Iisaku,M,1996-10-13
216615,1952-06-02,Yechiam,Busillo,M,1988-10-30
216618,1955-03-02,Ranan,Sidhu,F,1995-10-29
216619,1953-09-22,Ulises,Reistad,M,1987-04-26
216625,1955-02-20,Ziyad,Ressouche,M,1991-09-18
216641,1953-03-08,Florian,Ginneken,M,1987-02-20
216642,1952-10-17,Kazuhiko,Mondadori,M,1985-08-17
216643,1954-09-17,Luisa,Camurati,M,1987-05-06
216647,1952-08-19,Tru,Bugaenko,M,1992-03-30
216653,1954-01-26,Stella,Veeraraghavan,F,1992-01-11
216658,1953-02-24,Bogdan,Scallan,F,1986-08-26
216659,1954-06-24,Munehiko,Carrera,F,1987-10-06
216660,1953-04-01,Luerbio,Clemencon,M,1985-03-16
216668,1952-09-27,Kellie,Rodite,M,1985-04-26
216670,1953-05-15,Sreenivas,Paludetto,F,1986-01-04
216674,1954-09-10,Theron,Pehl,M,1987-03-28
216678,1954-12-24,Khatoun,Laurillard,M,1985-02-21
216679,1954-02-15,Remco,Kitsuregawa,M,1998-07-02
216683,1955-09-13,Mayuko,Rattan,F,1988-06-15
216684,1955-04-05,Sugwoo,Wendorf,F,1988-04-20
216688,1955-12-25,Sorina,Gewali,M,1989-10-23
216689,1955-08-13,Remmert,Zaumen,F,1987-09-30
216703,1953-04-09,Visit,Zolotykh,M,1986-05-04
216704,1955-12-26,Krister,Roison,M,1993-01-03
216706,1955-01-23,Becky,Ghazalie,F,1996-04-20
216708,1955-06-09,Leni,Perly,F,1997-10-12
216711,1954-03-31,Kazuhide,Ventosa,M,1996-06-16
216713,1953-03-27,Sudhanshu,Lanzelotte,M,1989-03-11
216714,1953-05-22,Kristina,Murrill,M,1994-02-01
216716,1954-04-18,Adam,Pettit,F,1990-08-19
216718,1952-06-22,Manibrata,Brookner,M,1989-01-15
216720,1952-05-06,Xinan,Etalle,M,1986-03-14
216722,1954-08-01,Leen,Sudbeck,M,1985-05-01
216727,1953-09-28,Conrado,Peot,F,1994-02-06
216728,1952-07-12,Arvind,Zschoche,F,1992-01-18
216729,1954-12-12,Kwan,Chinal,M,1989-07-02
216730,1952-03-02,Mamdouh,Assaf,M,1986-07-18
216734,1953-09-25,Yakkov,Swist,M,1985-05-02
216743,1954-08-04,Maha,Koshiba,F,1991-10-29
216748,1954-10-09,Salvador,Jervis,F,1987-07-29
216750,1955-08-12,Charmane,Farris,F,1986-06-02
216752,1955-06-09,Mack,Motley,F,1990-12-25
216753,1955-10-13,Van,Snyers,F,1991-03-10
216754,1954-11-04,Mang,Herber,F,1995-03-05
216769,1952-12-12,Peer,Rissland,M,1994-01-01
216770,1955-11-15,Tomoyuki,Klerer,M,1990-11-23
216771,1955-01-28,Bartek,Hofting,M,1990-08-03
216774,1952-04-07,Susumu,Perng,M,1990-08-23
216778,1952-10-07,Yunming,Wegerle,M,1987-01-21
216780,1955-08-21,Wonhee,Dulin,F,1991-10-16
216783,1955-06-19,Armond,Quaggetto,F,1998-08-14
216784,1952-11-15,Masasuke,Ventosa,M,1993-12-16
216785,1953-10-06,Fumiyo,Honiden,M,1993-10-19
216789,1952-12-22,Eben,Ghemri,F,1985-11-23
216791,1955-09-21,Qingxiang,Rabejac,M,1990-01-15
216794,1954-09-27,Hongzhu,Rijckaert,M,1993-01-23
216797,1953-03-26,Berna,Orlowska,M,1990-11-17
216798,1952-08-20,Rimon,Nitsch,M,1987-11-15
216801,1953-02-06,Heon,Vasanthakumar,F,1986-12-19
216802,1953-10-29,Arve,Chinal,M,1993-08-17
216803,1955-11-10,Ute,Zyda,F,1994-05-29
216804,1952-05-05,Aiman,Narahari,M,1992-03-31
216808,1954-04-18,Yongmao,Zallocco,M,1990-10-11
216809,1953-05-23,Moni,Winter,M,1987-07-08
216812,1952-09-20,Premal,Marsiglia,M,1989-12-19
216813,1955-11-14,Atreye,Lorys,M,1987-11-19
216815,1953-08-26,Rasikan,Kobara,F,1997-04-14
216825,1954-12-25,Tzu,Krupka,M,1996-05-17
216826,1953-02-11,Aral,Bellmore,F,1995-01-26
216827,1955-03-14,Sadegh,Quittner,M,1992-07-23
216828,1953-01-15,Nidapan,Gill,M,1990-11-16
216830,1955-11-17,Debatosh,Wossner,F,1990-01-22
216832,1954-03-04,Gritta,Mahmud,M,1991-07-08
216835,1952-05-27,Reinhard,Passafiume,F,1992-05-18
216839,1955-01-17,Uinam,Sethi,M,1993-03-13
216840,1952-10-22,Zissis,Cooley,M,1990-09-11
216843,1952-09-25,Eckart,Erdmenger,M,1995-02-08
216845,1955-04-22,Marc,Servi,F,1991-03-18
216854,1953-11-20,Kirk,Reeker,F,1987-08-26
216856,1954-04-19,Gill,Usery,M,1992-02-03
216858,1955-11-25,Boriana,Perko,M,1995-12-29
216860,1955-07-02,Akeel,Monkewich,M,1987-01-11
216869,1952-06-17,Takushi,Shimshoni,M,1989-02-25
216871,1955-12-26,Youngkon,Peroz,F,1992-07-03
216873,1952-07-08,Cheong,Birsak,F,1995-06-11
216879,1954-01-23,Heng,Vakili,F,1990-03-28
216881,1954-10-15,Rajmohan,Bernardinello,M,1989-03-02
216882,1954-08-25,Remco,Bahr,M,1994-04-17
216885,1953-11-26,Fumiya,Leuchs,F,1985-04-27
216887,1953-03-28,Taizo,Jayawardene,F,1990-05-06
216889,1953-10-13,Shakhar,Ballarin,F,1991-11-03
216892,1955-10-15,Hugh,Murthy,F,1995-05-23
216893,1952-05-01,Abdulah,Gill,F,1986-10-03
216894,1953-10-27,Anwar,Stroustrup,F,1992-04-28
216896,1952-07-31,Suebskul,Pelc,M,1987-12-27
216898,1955-08-22,Chiradeep,Schwartzburd,F,1991-08-03
216904,1954-03-07,Khosrow,Leivant,M,1985-03-17
216905,1952-04-28,Arun,Decaestecker,F,1992-08-24
216906,1953-05-30,Zdislav,Braunschweig,M,1989-02-22
216915,1953-10-10,Arunachalam,Rajaraman,M,1990-10-13
216927,1954-05-03,Susumu,Welham,M,1985-12-12
216930,1954-03-13,Marco,Skogmar,M,1990-10-21
216934,1955-05-16,Nagui,Krzyzanowski,M,1988-07-21
216935,1952-05-23,Arfst,Stranks,F,1990-04-05
216939,1952-07-24,Khedija,Gustavson,M,1989-09-13
216944,1955-01-05,Abdelwaheb,Silva,F,1998-06-16
216947,1954-04-30,Utz,Vernadat,F,1987-10-12
216948,1954-05-18,Dhritiman,Vingron,M,1989-08-26
216953,1953-02-09,Piyawadee,Belinskaya,M,1991-02-10
216959,1955-10-10,Shimshon,Reistad,M,1987-12-26
216965,1952-12-07,Badri,Birke,M,1985-09-08
216969,1954-11-09,Rutger,Siegrist,F,1995-10-31
216974,1952-03-05,Yuguang,Matzen,M,1996-06-03
216975,1954-03-09,Branimir,Salverda,M,1985-03-21
216978,1952-12-03,Changho,Kavraki,M,1988-05-09
216979,1953-04-13,Muzhong,Suomi,M,1995-04-02
216984,1955-05-21,Maya,Swen,M,1986-11-21
216986,1952-07-01,Xiaoqiang,Heystek,F,1992-12-30
216988,1955-07-29,Abdulla,Hempstead,M,1987-09-17
216992,1953-03-02,Lalit,Kalloufi,M,1990-12-07
216996,1954-02-27,Gift,Jansen,M,1987-05-21
216997,1952-06-24,Basem,Spinelli,F,1989-09-15
217002,1952-07-21,Dipayan,Ginesta,M,1991-08-14
217003,1953-02-06,Fumiya,Busillo,M,1994-04-20
217005,1954-09-01,Percy,Ghemri,M,1995-12-08
217008,1955-07-02,Mokhtar,Makinen,M,1986-06-08
